uniq_id,product_name,product_category_tree,retail_price,discounted_price,product_rating,brand,discount,shipping,date
9f717316e8b9c005be4f7913ce56875a,Sukkhi Zinc Rhodium Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1585.0,429.0,3.0,Sukkhi,72.93,0.0,2021-01-25
28f58d3d3e6e9ede1e5d09bce5f9aaff,Sukkhi Zinc Rhodium Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1585.0,429.0,3.0,Sukkhi,72.93,0.0,2021-10-02
f32335f100def5175d751656bdb43e2a,Sukkhi Zinc Rhodium Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1871.0,489.0,3.0,Sukkhi,73.86,0.0,2021-02-25
49ff4fa1cd2e627c4629885f52b86b09,Sukkhi Zinc Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1297.0,359.0,2.0,Sukkhi,72.32,40.0,2021-10-01
a02404a092c766b752203c3cec9d2e81,Sukkhi Zinc Yellow Gold Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1348.0,369.0,4.0,Sukkhi,72.63,40.0,2021-10-01
47bcf000a0454d2e76c28bb2b5a67478,Sumeet Hard Anodised 12 Kadhai 2 L,"[""Kitchen & Dining >> Cookware >> Pots & Pans >> Woks & Kadhais >> Sumeet Woks & Kadhais""]",1390.0,815.0,1.0,Sumeet,41.37,0.0,2021-10-01
0131e5d87b72877702d536299cf83b75,Sumeet Hard Anodised 14 Kadhai 3 L,"[""Kitchen & Dining >> Cookware >> Pots & Pans >> Woks & Kadhais >> Sumeet Woks & Kadhais""]",1760.0,1045.0,1.0,Sumeet,40.62,0.0,2021-01-25
907031c8eff5d60cc73ff2a3ee70c2eb,Sumeet Quad Kadhai 2 L,"[""Kitchen & Dining >> Cookware >> Pots & Pans >> Woks & Kadhais >> Sumeet Woks & Kadhais""]",1290.0,759.0,5.0,Sumeet,41.16,0.0,2021-10-01
a7c670a8bfd6a00db7ca3c8be20b28b5,Sumo Baby Walker,"[""Sumo Baby Walker (Red)""]",1299.0,850.0,1.0,Sumo,34.57,0.0,2021-10-01
89b5d50d8ee9c72817b21cfe17ceb57d,Sun Band 0401-002 Fitness Band,"[""Sports & Fitness >> Fitness Accessories >> Fitness Bands >> Sun Band Fitness Bands >> Sun Band 0401-002 Fitness Band (Yellow, Pack of 1)""]",400.0,240.0,5.0,Sun Band,40.0,40.0,2021-10-01
2a5df13e253e37be5770e6dea74fde9e,"Sun Sports Hanging Ball Club Cricket Ball -   Size: 5,  Diameter: 2.5 cm","[""Sports & Fitness >> Team Sports >> Cricket >> Cricket Balls >> Sun Sports Cricket Balls >> Sun Sports Hanging Ball Club Cricket Ball -   Si...""]",350.0,350.0,3.0,Sun Sports,0.0,40.0,2021-10-01
89443ee6393d52428103f26ed6f54501,Sunita Fashion Shiva Ling Home Pooja Purpose Showpiece  -  10 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Sunita Fashion Religious Idols""]",300.0,233.0,1.0,Sunita Fashion,22.33,40.0,2021-10-01
aeb421e416716d5f037d50e8c3b14cd7,Sunlast 16 inch Laptop Backpack,"[""Computers >> Laptop Accessories >> Laptop Bags >> Sunlast Laptop Bags >> Sunlast 16 inch Laptop Backpack (Yellow)""]",2600.0,2348.0,3.0,Sunlast,9.69,0.0,2021-10-01
2cf380914dcd4d77920597644eeb8dbb,Sunrise Showpiece  -  28 cm,"[""Home Decor & Festive Needs >> Showpieces >> Sunrise Showpieces""]",2081.0,2081.0,5.0,Sunrise,0.0,0.0,2021-10-01
